capcode,IDS ID,make,model,deriv,P11D,Rentals in P11D,  
NIIN233L1VVDTM2 2  L,NI007543,Nissan,Interstar Panel Van L1/L2,F33 L1H1 2.3 dCi 110 Visia 22,35508,48,
NIIN23313TVDTM2 2  L,NI007548,Nissan,Interstar Panel Van L1/L2,F33 L1H1 2.3 dCi 135 Tekna 22,38928,51,
NIIN233L3VVDTM2 2  L,NI007546,Nissan,Interstar Panel Van L1/L2,F33 L1H1 2.3 dCi 135 Visia 22,36468,48,
NIIN23315TVDTM2 2  L,NI007551,Nissan,Interstar Panel Van L1/L2,F33 L1H1 2.3 dCi 150 Tekna 22,40128,51,
NIIN23315AVDTA2 2  L,NI007552,Nissan,Interstar Panel Van L1/L2,F33 L1H1 2.3 dCi Acenta Auto 22,39648,50,
NIIN23315TVDTA2 2  L,NI007553,Nissan,Interstar Panel Van L1/L2,F33 L1H1 2.3 dCi Tekna Auto 22,41088,52,
NIIN2331T3VDTM2 2  L,NI007549,Nissan,Interstar Panel Van L1/L2,F33 L1H1 2.3 dCi Tekna Plus 22,39528,49,
NIIN2331ACVDTM2 2  L,NI007544,Nissan,Interstar Panel Van L1/L2,F33 L1H1 2.3dCi 110 Acenta 22,36528,48,
NIIN23313AVDTM2 2  L,NI007547,Nissan,Interstar Panel Van L1/L2,F33 L1H1 2.3dCi 135 Acenta 22,37488,49,
NIIN23315AVDTM2 2  L,NI007550,Nissan,Interstar Panel Van L1/L2,F33 L1H1 2.3dCi 150 Acenta 22,38688,49,
NIIN23323A6DTM2 2  L,NI007569,Nissan,Interstar Panel Van L1/L2,F33 L2H2 2.3 dCi 135 Acenta 22,39288,49,
NIIN23323T6DTM2 2  L,NI007539,Nissan,Interstar Panel Van L1/L2,F33 L2H2 2.3 dCi 135 Tekna 22,40728,51,
NIIN23325V6DTM2 2  L,NI007568,Nissan,Interstar Panel Van L1/L2,F33 L2H2 2.3 dCi 135 Visia 22,38268,49,
NIIN23325A6DTM2 2  L,NI007570,Nissan,Interstar Panel Van L1/L2,F33 L2H2 2.3 dCi 150 Acenta 22,40488,49,
NIIN23325T6DTM2 2  L,NI007571,Nissan,Interstar Panel Van L1/L2,F33 L2H2 2.3 dCi 150 Tekna 22,41928,51,
NIIN2332K36DTM2 2  L,NI007537,Nissan,Interstar Panel Van L1/L2,F33 L2H2 2.3 dCi Tekna Plus 22,41328,50,
NIIN23513AVDTM2 2  L,NI007555,Nissan,Interstar Panel Van L1/L2,F35 L1H1 2.3 dCi 135 Acenta 22,38328,49,
NIIN23513TVDTM2 2  L,NI007556,Nissan,Interstar Panel Van L1/L2,F35 L1H1 2.3 dCi 135 Tekna 22,39768,51,
NIIN23515AVDTM2 2  L,NI007558,Nissan,Interstar Panel Van L1/L2,F35 L1H1 2.3 dCi 150 Acenta 22,39528,49,
NIIN23515TVDTM2 2  L,NI007535,Nissan,Interstar Panel Van L1/L2,F35 L1H1 2.3 dCi 150 Tekna 22,40968,51,
NIIN23518AVDTM2 2  L,NI007563,Nissan,Interstar Panel Van L1/L2,F35 L1H1 2.3 dCi 180 Acenta 22,41508,48,
NIIN23518TVDTM2 2  L,NI007536,Nissan,Interstar Panel Van L1/L2,F35 L1H1 2.3 dCi 180 Tekna 22,42948,50,
NIIN23515AVDTA2 2  L,NI007560,Nissan,Interstar Panel Van L1/L2,F35 L1H1 2.3 dCi Acenta Auto 22,40488,50,
NIIN2351T3VDTM2 2  L,NI007557,Nissan,Interstar Panel Van L1/L2,F35 L1H1 2.3 dCi Tekna Plus 22,40368,47,
NIIN23523A6DTM2 2  L,NI007538,Nissan,Interstar Panel Van L1/L2,F35 L2H2 2.3 dCi 135 Acenta 22,40128,49,
NIIN23523T6DTM2 2  L,NI007531,Nissan,Interstar Panel Van L1/L2,F35 L2H2 2.3 dCi 135 Tekna 22,41568,51,
NIIN23525A6DTM2 2  L,NI007579,Nissan,Interstar Panel Van L1/L2,F35 L2H2 2.3 dCi 150 Acenta 22,41328,49,
NIIN23525T6DTM2 2  L,NI007580,Nissan,Interstar Panel Van L1/L2,F35 L2H2 2.3 dCi 150 Tekna 22,42768,51,
NIIN23528A6DTM2 2  L,NI007582,Nissan,Interstar Panel Van L1/L2,F35 L2H2 2.3 dCi 180 Acenta 22,43308,49,
NIIN23528T6DTM2 2  L,NI007583,Nissan,Interstar Panel Van L1/L2,F35 L2H2 2.3 dCi 180 Tekna 22,44748,51,
NIIN2352T86DTM2 2  L,NI007584,Nissan,Interstar Panel Van L1/L2,F35 L2H2 2.3 dCi Tekna Plus 22,45348,51,
NIIN23523AHDTM2 2  L,NI007534,Nissan,Interstar Panel Van L1/L2,F35 L2H3 2.3 dCi 135 Acenta 22,40848,50,
NIIN23523THDTM2 2  L,NI007588,Nissan,Interstar Panel Van L1/L2,F35 L2H3 2.3 dCi 135 Tekna 22,42288,52,
NIIN23525AHDTM2 2  L,NI007590,Nissan,Interstar Panel Van L1/L2,F35 L2H3 2.3 dCi 150 Acenta 22,42048,49,
NIIN23525THDTM2 2  L,NI007591,Nissan,Interstar Panel Van L1/L2,F35 L2H3 2.3 dCi 150 Tekna 22,43488,51,
NIIN23528AHDTM2 2  L,NI007600,Nissan,Interstar Panel Van L1/L2,F35 L2H3 2.3 dCi 180 Acenta 22,44028,49,
NIIN23528THDTM2 2  L,NI007598,Nissan,Interstar Panel Van L1/L2,F35 L2H3 2.3 dCi 180 Tekna 22,45468,51,
NIIN2352T8HDTM2 2  L,NI007599,Nissan,Interstar Panel Van L1/L2,F35 L2H3 2.3 dCi Tekna Plus 22,46068,51,
NIIN23533A6DTM2 2  L,NI007628,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3 dCi 135 Acenta 22,41208,49,
NIIN23533T6DTM2 2  L,NI007629,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3 dCi 135 Tekna 22,42648,51,
NIIN2353T36DTM2 2  L,NI007630,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3 dCi 135 Tkna+ 22,43248,51,
NIIN23533V6DTM2 2  L,NI007616,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3 dCi 135 Visia 22,40188,49,
NIIN23535A6DTM2 2  L,NI007631,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3 dCi 150 Acenta 22,42408,49,
NIIN23535T6DTM2 2  L,NI007632,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3 dCi 150 Tekna 22,43848,51,
NIIN2353T56DTM2 2  L,NI007617,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3 dCi 150 Tkna+ 22,44448,51,
NIIN23538A6DTM2 2  L,NI007636,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3 dCi 180 Acenta 22,44388,49,
NIIN23538T6DTM2 2  L,NI007637,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3 dCi 180 Tekna 22,45828,51,
NIIN2353T86DTM2 2  L,NI007638,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3 dCi Tekna Plus 22,46428,51,
NIIN2353T56DTA2 2  L,NI007635,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3dCi 150 Tkn+ Auto 22,45408,52,
NIIN2353T86DTA2 2  L,NI007640,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3dCi 180 Tkn+ Auto 22,47388,52,
NIIN23533AHDTM2 2  L,NI007641,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3 dCi 135 Acenta 22,41928,50,
NIIN23533THDTM2 2  L,NI007642,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3 dCi 135 Tekna 22,43368,52,
NIIN2353T3HDTM2 2  L,NI007643,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3 dCi 135 Tkna+ 22,43968,52,
NIIN23535AHDTM2 2  L,NI007644,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3 dCi 150 Acenta 22,43128,50,
NIIN23535THDTM2 2  L,NI007645,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3 dCi 150 Tekna 22,44568,51,
NIIN2353T5HDTM2 2  L,NI007646,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3 dCi 150 Tkna+ 22,45168,52,
NIIN23538AHDTM2 2  L,NI007649,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3 dCi 180 Acenta 22,45108,49,
NIIN23538THDTM2 2  L,NI007650,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3 dCi 180 Tekna 22,46548,51,
NIIN2353T8HDTM2 2  L,NI007651,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3 dCi 180 Tkna+ 22,47148,51,
NIIN2353T5HDTA2 2  L,NI007648,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3dCi 150 Tkn+ Auto 22,46128,53,
NIIN2353T8HDTA2 2  L,NI007653,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3dCi 180 Tkn+ Auto 22,48108,52,
NIIN2334TT6DTM2 2  L,NI007626,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3 dCi  Acenta Trw 22,43848,48,
NIIN2333AR6DTM2 2  L,NI007654,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3 dCi 130 Acenta 22,42468,48,
NIIN2333TK6DTM2 2  L,NI007655,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3 dCi 130 Tekna 22,43908,50,
NIIN2333TE6DTM2 2  L,NI007656,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3 dCi 130 Tkna+ 22,44508,51,
NIIN2334AR6DTM2 2  L,NI007657,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3 dCi 145 Acenta 22,42828,49,
NIIN23342T6DTM2 2  L,NI007627,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3 dCi 145 Tekna 22,44268,51,
NIIN2334T26DTM2 2  L,NI007625,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3 dCi 145 Tkna+ 22,44868,51,
NIIN2336AR6DTM2 2  L,NI007658,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3 dCi 165 Acenta 22,44448,49,
NIIN2336TR6DTM2 2  L,NI007659,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3 dCi 165 Tekna 22,45888,51,
NIIN2336RT6DTM2 2  L,NI007660,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3 dCi 165 Tkna+ 22,46488,51,
NIIN2333TT6DTM2 2  L,NI007662,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3dCi 130 Tkn Trw 22,44928,50,
NIIN2334KT6DTM2 2  L,NI007619,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3dCi 145 Tkn Trw 22,45288,50,
NIIN2334RT6DTM2 2  L,NI007666,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3dCi 145 Tkn+Trw 22,45888,50,
NIIN2336TT6DTM2 2  L,NI007668,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3dCi 165 Tkn Trw 22,46908,50,
NIIN2336TW6DTM2 2  L,NI007664,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3dCi 165 Tkn+Trw 22,47508,50,
NIIN2333TW6DTM2 2  L,NI007663,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3dCi Tkna+ Trw 22,45528,50,
NIIN2333ARHDTM2 2  L,NI007665,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3 dCi 130 Acenta 22,43188,49,
NIIN2333TKHDTM2 2  L,NI007620,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3 dCi 130 Tekna 22,44628,51,
NIIN2334ARHDTM2 2  L,NI007670,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3 dCi 145 Acenta 22,43548,49,
NIIN23342THDTM2 2  L,NI007671,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3 dCi 145 Tekna 22,44988,51,
NIIN2336ARHDTM2 2  L,NI007673,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3 dCi 165 Acenta 22,45168,49,
NIIN2336TRHDTM2 2  L,NI007674,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3 dCi 165 Tekna 22,46608,51,
NIIN2333TTHDTM2 2  L,NI007676,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3dCi 130 Tkn Trw 22,45648,50,
NIIN2333TWHDTM2 2  L,NI007677,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3dCi 130 Tkn+Trw 22,46248,50,
NIIN2333TEHDTM2 2  L,NI007669,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3dCi 130 Tkna+ 22,45228,51,
NIIN2334KTHDTM2 2  L,NI007679,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3dCi 145 Tkn Trw 22,46008,50,
NIIN2334RTHDTM2 2  L,NI007680,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3dCi 145 Tkn+Trw 22,46608,51,
NIIN2334T2HDTM2 2  L,NI007672,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3dCi 145 Tkna+ 22,45588,51,
NIIN2336TWHDTM2 2  L,NI007682,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3dCi 165 Tkn+Trw 22,48228,50,
NIIN2336RTHDTM2 2  L,NI007675,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3dCi 165 Tkna+ 22,47208,51,
NIIN2336ATHDTM2 2  L,NI007621,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3dCi Acenta Trw 22,46188,48,
NIIN2336TTHDTM2 2  L,NI007681,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3dCi Tekna Trw 22,47628,50,
NIIN23343T6DTM2 2  L,NI007689,Nissan,Interstar Panel Van L3/L4,R35 L4H2 2.3dCi 130 Tkn Trw 22,46008,50,
NIIN2334T36DTM2 2  L,NI007690,Nissan,Interstar Panel Van L3/L4,R35 L4H2 2.3dCi 130 Tkn+Trw 22,46608,50,
NIIN23344T6DTM2 2  L,NI007687,Nissan,Interstar Panel Van L3/L4,R35 L4H2 2.3dCi 145 Tkn Trw 22,46368,50,
NIIN2334T46DTM2 2  L,NI007683,Nissan,Interstar Panel Van L3/L4,R35 L4H2 2.3dCi 145 Tkn+Trw 22,46968,50,
NIIN23346T6DTM2 2  L,NI007692,Nissan,Interstar Panel Van L3/L4,R35 L4H2 2.3dCi 165 Tkn Trw 22,47988,50,
NIIN2334T66DTM2 2  L,NI007693,Nissan,Interstar Panel Van L3/L4,R35 L4H2 2.3dCi 165 Tkn+Trw 22,48588,50,
NIIN2343AT6DTM2 2  L,NI007688,Nissan,Interstar Panel Van L3/L4,R35 L4H2 2.3dCi Acenta Trw 22,44568,48,
NIIN2344ATHDTM2 2  L,NI007697,Nissan,Interstar Panel Van L3/L4,R35 L4H3 2.3 dCi Acent Trw 22,45648,49,
NIIN23343THDTM2 2  L,NI007695,Nissan,Interstar Panel Van L3/L4,R35 L4H3 2.3 dCi Tekna Trw 22,46728,50,
NIIN2334T3HDTM2 2  L,NI007696,Nissan,Interstar Panel Van L3/L4,R35 L4H3 2.3dCi 130 Tkn+Trw 22,47328,50,
NIIN23344THDTM2 2  L,NI007685,Nissan,Interstar Panel Van L3/L4,R35 L4H3 2.3dCi 145 Tkn Trw 22,47088,50,
NIIN2334T4HDTM2 2  L,NI007698,Nissan,Interstar Panel Van L3/L4,R35 L4H3 2.3dCi 145 Tkn+Trw 22,47688,51,
NIIN23346THDTM2 2  L,NI007700,Nissan,Interstar Panel Van L3/L4,R35 L4H3 2.3dCi 165 Tkn Trw 22,48708,50,
NIIN2334T6HDTM2 2  L,NI007684,Nissan,Interstar Panel Van L3/L4,R35 L4H3 2.3dCi Tekna+ Trw 22,49308,50,
NIIN2331T5VDTA2 2  L,NI007554,Nissan,Interstar Panel Van L1/L2,F33 L1H1 2.3dCi Tekna Plus Auto 22,41688,52,
NIIN23325A6DTA2 2  L,NI007573,Nissan,Interstar Panel Van L1/L2,F33 L2H2 2.3dCi 150 Acenta Auto 22,41448,50,
NIIN23325T6DTA2 2  L,NI007574,Nissan,Interstar Panel Van L1/L2,F33 L2H2 2.3dCi 150 Tekna Auto 22,42888,52,
NIIN2332K56DTA2 2  L,NI007575,Nissan,Interstar Panel Van L1/L2,F33 L2H2 2.3dCi Tekna Plus Auto 22,43488,52,
NIIN23515TVDTA2 2  L,NI007561,Nissan,Interstar Panel Van L1/L2,F35 L1H1 2.3dCi 150 Tekna Auto 22,41928,52,
NIIN23518AVDTA2 2  L,NI007565,Nissan,Interstar Panel Van L1/L2,F35 L1H1 2.3dCi 180 Acenta Auto 22,42468,49,
NIIN23518TVDTA2 2  L,NI007566,Nissan,Interstar Panel Van L1/L2,F35 L1H1 2.3dCi 180 Tekna Auto 22,43908,51,
NIIN2351T5VDTA2 2  L,NI007562,Nissan,Interstar Panel Van L1/L2,F35 L1H1 2.3dCi Tekna Plus Auto 22,42528,49,
NIIN23525A6DTA2 2  L,NI007577,Nissan,Interstar Panel Van L1/L2,F35 L2H2 2.3dCi 150 Acenta Auto 22,42288,50,
NIIN23525T6DTA2 2  L,NI007532,Nissan,Interstar Panel Van L1/L2,F35 L2H2 2.3dCi 150 Tekna Auto 22,43728,52,
NIIN23528A6DTA2 2  L,NI007585,Nissan,Interstar Panel Van L1/L2,F35 L2H2 2.3dCi 180 Acenta Auto 22,44268,50,
NIIN23528T6DTA2 2  L,NI007586,Nissan,Interstar Panel Van L1/L2,F35 L2H2 2.3dCi 180 Tekna Auto 22,45708,51,
NIIN2352T86DTA2 2  L,NI007587,Nissan,Interstar Panel Van L1/L2,F35 L2H2 2.3dCi Tekna Plus Auto 22,46308,52,
NIIN23525AHDTA2 2  L,NI007533,Nissan,Interstar Panel Van L1/L2,F35 L2H3 2.3dCi 150 Acenta Auto 22,43008,50,
NIIN23525THDTA2 2  L,NI007593,Nissan,Interstar Panel Van L1/L2,F35 L2H3 2.3dCi 150 Tekna Auto 22,44448,52,
NIIN23528AHDTA2 2  L,NI007595,Nissan,Interstar Panel Van L1/L2,F35 L2H3 2.3dCi 180 Acenta Auto 22,44988,50,
NIIN23528THDTA2 2  L,NI007597,Nissan,Interstar Panel Van L1/L2,F35 L2H3 2.3dCi 180 Tekna Auto 22,46428,52,
NIIN2352T8HDTA2 2  L,NI007596,Nissan,Interstar Panel Van L1/L2,F35 L2H3 2.3dCi Tekna Plus Auto 22,47028,52,
NIIN23535A6DTA2 2  L,NI007633,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3dCi 150 Acenta Auto 22,43368,50,
NIIN23535T6DTA2 2  L,NI007634,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3dCi 150 Tekna Auto 22,44808,52,
NIIN23538A6DTA2 2  L,NI007639,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3dCi 180 Acenta Auto 22,45348,50,
NIIN23538T6DTA2 2  L,NI007618,Nissan,Interstar Panel Van L3/L4,F35 L3H2 2.3dCi 180 Tekna Auto 22,46788,51,
NIIN23538AHDTA2 2  L,NI007624,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3 Ci 180 Acenta Auto 22,46068,50,
NIIN23535AHDTA2 2  L,NI007623,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3dCi 150 Acenta Auto 22,44088,50,
NIIN23535THDTA2 2  L,NI007647,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3dCi 150 Tekna Auto 22,45528,52,
NIIN23538THDTA2 2  L,NI007652,Nissan,Interstar Panel Van L3/L4,F35 L3H3 2.3dCi 180 Tekna Auto 22,47508,52,
NIIN2333AT6DTM2 2  L,NI007661,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3dCi 130 Acenta Trw 22,43488,48,
NIIN2336AT6DTM2 2  L,NI007667,Nissan,Interstar Panel Van L3/L4,R35 L3H2 2.3dCi 165 Acenta Trw 22,45468,48,
NIIN2333ATHDTM2 2  L,NI007622,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3dCi 130 Acenta Trw 22,44208,48,
NIIN2334TTHDTM2 2  L,NI007678,Nissan,Interstar Panel Van L3/L4,R35 L3H3 2.3dCi 145 Acenta Trw 22,44568,49,
NIIN2344AT6DTM2 2  L,NI007686,Nissan,Interstar Panel Van L3/L4,R35 L4H2 2.3dCi 145 Acenta Trw 22,44928,48,
NIIN2346AT6DTM2 2  L,NI007691,Nissan,Interstar Panel Van L3/L4,R35 L4H2 2.3dCi 165 Acenta Trw 22,46548,48,
NIIN2343ATHDTM2 2  L,NI007694,Nissan,Interstar Panel Van L3/L4,R35 L4H3 2.3dCi 130 Acenta Trw 22,45288,48,
NIIN2346ATHDTM2 2  L,NI007699,Nissan,Interstar Panel Van L3/L4,R35 L4H3 2.3dCi 165 Acenta Trw 22,47268,48,
NIIN23343TSDTM2 2  L,NI007885,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 130 20M3 Tkn Trw 22,47160,52,
NIIN2334T3SDTM2 2  L,NI007886,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 130 20M3 Tkn+Trw 22,47760,52,
NIIN2343T2SDTM2 2  L,NI007904,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 130 22M3 Tkn Trw 22,47160,52,
NIIN2343K2SDTM2 2  L,NI007903,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 130 22M3 Tkn+Trw 22,47760,52,
NIIN23344TSDTM2 2  L,NI007902,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 145 20M3 Tkn Trw 22,47520,52,
NIIN2334T4SDTM2 2  L,NI007887,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 145 20M3 Tkn+Trw 22,48120,53,
NIIN2344T2SDTM2 2  L,NI007893,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 145 22M3 Tkn Trw 22,47520,52,
NIIN2344K2SDTM2 2  L,NI007894,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 145 22M3 Tkn+Trw 22,48120,53,
NIIN23346TSDTM2 2  L,NI007889,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 165 20M3 Tkn Trw 22,49140,52,
NIIN2334T6SDTM2 2  L,NI007890,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 165 20M3 Tkn+Trw 22,49740,52,
NIIN2346T2SDTM2 2  L,NI007896,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 165 22M3 Tkn Trw 22,49140,52,
NIIN2346K2SDTM2 2  L,NI007897,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 165 22M3 Tkn+Trw 22,49740,52,
NIIN2343AWSDTM2 2  L,NI007884,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 130 20M3 Acenta Trw 22,45720,50,
NIIN2343A2SDTM2 2  L,NI007891,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 130 22M3 Acenta Trw 22,45720,50,
NIIN2344ATSDTM2 2  L,NI007901,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 145 20M3 Acenta Trw 22,46080,51,
NIIN2344A2SDTM2 2  L,NI007892,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 145 22M3 Acenta Trw 22,46080,51,
NIIN2346ATSDTM2 2  L,NI007888,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 165 20M3 Acenta Trw 22,47700,50,
NIIN2346A2SDTM2 2  L,NI007895,Nissan,Interstar Conversion,Intr Box Van R35 L4 2.3dCi 165 22M3 Acenta Trw 22,47700,50,
NIIN23534TSDTM2 2  L,NI007906,Nissan,Interstar Conversion,Intrstr Box Van F35 L3 2.3 dCi 145 20M3 Tkn 22,44220,54,
NIIN23536TSDTM2 2  L,NI007909,Nissan,Interstar Conversion,Intrstr Box Van F35 L3 2.3 dCi 165 20M3 Tkn 22,45840,54,
NIIN23334TSDTM2 2  L,NI007907,Nissan,Interstar Conversion,Intrstr Box Van F35 L3 2.3dCi 145 20M3 Tkn+ 22,44820,55,
NIIN23336TSDTM2 2  L,NI007899,Nissan,Interstar Conversion,Intrstr Box Van F35 L3 2.3dCi 165 20M3 Tkn+ 22,46440,54,
NIIN2333TKSDTM2 2  L,NI007877,Nissan,Interstar Conversion,Intrstr Box Van R35 L3 2.3 dCi 130 20M3 Tkn 22,45060,53,
NIIN2334TRSDTM2 2  L,NI007880,Nissan,Interstar Conversion,Intrstr Box Van R35 L3 2.3 dCi 145 20M3 Tkn 22,45420,53,
NIIN2336TRSDTM2 2  L,NI007900,Nissan,Interstar Conversion,Intrstr Box Van R35 L3 2.3 dCi 165 20M3 Tkn 22,47040,53,
NIIN2333TESDTM2 2  L,NI007878,Nissan,Interstar Conversion,Intrstr Box Van R35 L3 2.3dCi 130 20M3 Tkn+ 22,45660,53,
NIIN2334TESDTM2 2  L,NI007881,Nissan,Interstar Conversion,Intrstr Box Van R35 L3 2.3dCi 145 20M3 Tkn+ 22,46020,53,
NIIN2336TESDTM2 2  L,NI007883,Nissan,Interstar Conversion,Intrstr Box Van R35 L3 2.3dCi 165 20M3 Tkn+ 22,47640,53,
NIIN23334ASDTM2 2  L,NI007905,Nissan,Interstar Conversion,Intrstr Box Van F35 L3 2.3 dCi 145 20M3 Acenta 22,42780,52,
NIIN23534VSDTM2 2  L,NI007898,Nissan,Interstar Conversion,Intrstr Box Van F35 L3 2.3 dCi 145 20M3 Visia 22,41760,52,
NIIN23336ASDTM2 2  L,NI007908,Nissan,Interstar Conversion,Intrstr Box Van F35 L3 2.3 dCi 165 20M3 Acenta 22,44400,52,
NIIN2333ARSDTM2 2  L,NI007876,Nissan,Interstar Conversion,Intrstr Box Van R35 L3 2.3 dCi 130 20M3 Acenta 22,43620,51,
NIIN2334ARSDTM2 2  L,NI007879,Nissan,Interstar Conversion,Intrstr Box Van R35 L3 2.3 dCi 145 20M3 Acenta 22,43980,51,
NIIN2336ARSDTM2 2  L,NI007882,Nissan,Interstar Conversion,Intrstr Box Van R35 L3 2.3 dCi 165 20M3 Acenta 22,45600,51,
NIPR202LA1VDTM2 3  L,NI007444,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 110 Acenta 22,33108,54,
NIPR202LTPVDTM2 3  L,NI007506,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 110 Tekna+ 22,35328,54,
NIPR202LT1VDTM2 3  L,NI007440,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 110 Tekna 22,34428,54,
NIPR202LV1VDTM2 3  L,NI007437,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 110 Visia 22,31428,53,
NIPR202LA3VDTM2 3  L,NI007468,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 130 Acenta 22,34008,54,
NIPR202LT0VDTM2 3  L,NI007512,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 130 Tekna+ 22,36228,54,
NIPR202LT3VDTM2 3  L,NI007490,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 130 Tekna 22,35328,54,
NIPR202LV3VDTM2 3  L,NI007449,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 130 Visia 22,32328,53,
NIPR202LA5VDTM2 3  L,NI007469,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 150 Acenta 22,34848,54,
NIPR202LA5VDTA2 3  L,NI007470,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 150 Acenta Auto 22,36888,53,
NIPR202LT5VDTA2 3  L,NI007492,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 150 Tekna Auto 22,38208,53,
