capcode,IDS ID,make,model,deriv,P11D,Rentals in P11D,  
NIPR202T15VDTM2 3  L,NI007513,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 150 Tekna+ 22,37068,54,
NIPR202LT5VDTM2 3  L,NI007491,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 150 Tekna 22,36168,54,
NIPR202T15VDTA2 3  L,NI007514,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 150 Tkna+ Auto 22,39108,54,
NIPR202LV5VDTA2 3  L,NI007451,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 150 Visia Auto 22,35208,52,
NIPR202LV5VDTM2 3  L,NI007450,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 150 Visia 22,33168,53,
NIPR202LA7VDTM2 3  L,NI007471,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 170 Acenta 22,35208,55,
NIPR202LA7VDTA2 3  L,NI007472,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 170 Acenta Auto 22,37248,54,
NIPR202LT7VDTA2 3  L,NI007489,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 170 Tekna Auto 22,38568,54,
NIPR202T17VDTM2 3  L,NI007510,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 170 Tekna+ 22,37428,55,
NIPR202LT7VDTM2 3  L,NI007488,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 170 Tekna 22,36528,55,
NIPR202T17VDTA2 3  L,NI007511,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 170 Tkna+ Auto 22,39468,54,
NIPR202LV7VDTA2 3  L,NI007453,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 170 Visia Auto 22,35568,53,
NIPR202LV7VDTM2 3  L,NI007452,Nissan,Primastar Panel Van,28 L1H1 2.0dCi 170 Visia 22,33528,54,
NIPR203LA1VDTM2 3  L,NI007445,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 110 Acenta 22,33708,54,
NIPR203LTPVDTM2 3  L,NI007507,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 110 Tekna+ 22,35928,54,
NIPR203LT1VDTM2 3  L,NI007441,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 110 Tekna 22,35028,54,
NIPR203LV1VDTM2 3  L,NI007438,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 110 Visia 22,32028,53,
NIPR203LA3VDTM2 3  L,NI007473,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 130 Acenta 22,34608,54,
NIPR203LT0VDTM2 3  L,NI007515,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 130 Tekna+ 22,36828,54,
NIPR203LT3VDTM2 3  L,NI007493,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 130 Tekna 22,35928,54,
NIPR203LV3VDTM2 3  L,NI007454,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 130 Visia 22,32928,53,
NIPR203LA5VDTM2 3  L,NI007474,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 150 Acenta 22,35448,54,
NIPR203LA5VDTA2 3  L,NI007475,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 150 Acenta Auto 22,37488,53,
NIPR203LT5VDTA2 3  L,NI007495,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 150 Tekna Auto 22,38808,53,
NIPR203T15VDTM2 3  L,NI007516,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 150 Tekna+ 22,37668,54,
NIPR203LT5VDTM2 3  L,NI007494,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 150 Tekna 22,37968,53,
NIPR203T15VDTA2 3  L,NI007517,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 150 Tkna+ Auto 22,39708,53,
NIPR203LV5VDTA2 3  L,NI007456,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 150 Visia Auto 22,35808,52,
NIPR203LV5VDTM2 3  L,NI007455,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 150 Visia 22,33768,53,
NIPR203LA7VDTM2 3  L,NI007476,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 170 Acenta 22,35808,55,
NIPR203LA7VDTA2 3  L,NI007477,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 170 Acenta Auto 22,37848,54,
NIPR203LT7VDTA2 3  L,NI007497,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 170 Tekna Auto 22,39168,54,
NIPR203T17VDTM2 3  L,NI007518,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 170 Tekna+ 22,38028,55,
NIPR203LT7VDTM2 3  L,NI007496,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 170 Tekna 22,37128,55,
NIPR203T17VDTA2 3  L,NI007519,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 170 Tkna+ Auto 22,40068,54,
NIPR203LV7VDTA2 3  L,NI007458,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 170 Visia Auto 22,36168,53,
NIPR203LV7VDTM2 3  L,NI007457,Nissan,Primastar Panel Van,30 L1H1 2.0dCi 170 Visia 22,34128,54,
NIPR203HA5VDTM2 3  L,NI007478,Nissan,Primastar Panel Van,30 L1H2 2.0dCi 150 Acenta 22,36648,54,
NIPR203H2TVDTM2 3  L,NI007520,Nissan,Primastar Panel Van,30 L1H2 2.0dCi 150 Tekna+ 22,38598,55,
NIPR203HT5VDTM2 3  L,NI007498,Nissan,Primastar Panel Van,30 L1H2 2.0dCi 150 Tekna 22,37698,55,
NIPR203HV5VDTM2 3  L,NI007459,Nissan,Primastar Panel Van,30 L1H2 2.0dCi 150 Visia 22,34968,53,
NIPR203HA7VDTM2 3  L,NI007448,Nissan,Primastar Panel Van,30 L1H2 2.0dCi 170 Acenta 22,37008,55,
NIPR2031T7VDTM2 3  L,NI007521,Nissan,Primastar Panel Van,30 L1H2 2.0dCi 170 Tekna+ 22,38958,55,
NIPR203HT7VDTM2 3  L,NI007499,Nissan,Primastar Panel Van,30 L1H2 2.0dCi 170 Tekna 22,38058,55,
NIPR203HV7VDTM2 3  L,NI007460,Nissan,Primastar Panel Van,30 L1H2 2.0dCi 170 Visia 22,35328,54,
NIPR2030A1VDTM2 3  L,NI007446,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 110 Acenta 22,34548,54,
NIPR2032T1VDTM2 3  L,NI007509,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 110 Tekna+ 22,36768,54,
NIPR2030T1VDTM2 3  L,NI007443,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 110 Tekna 22,35868,54,
NIPR2030V1VDTM2 3  L,NI007439,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 110 Visia 22,32868,53,
NIPR2030A3VDTM2 3  L,NI007479,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 130 Acenta 22,35448,54,
NIPR2032T3VDTM2 3  L,NI007522,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 130 Tekna+ 22,37668,55,
NIPR2030T3VDTM2 3  L,NI007500,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 130 Tekna 22,36768,54,
NIPR2030V3VDTM2 3  L,NI007461,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 130 Visia 22,33768,53,
NIPR2030A5VDTM2 3  L,NI007480,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 150 Acenta 22,36288,54,
NIPR2030A5VDTA2 3  L,NI007481,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 150 Acenta Auto 22,38328,54,
NIPR2030T5VDTA2 3  L,NI007502,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 150 Tekna Auto 22,39648,54,
NIPR2032T0VDTM2 3  L,NI007523,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 150 Tekna+ 22,38508,55,
NIPR2030T5VDTM2 3  L,NI007501,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 150 Tekna 22,37608,55,
NIPR2032T0VDTA2 3  L,NI007524,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 150 Tkna+ Auto 22,40548,54,
NIPR2030V5VDTA2 3  L,NI007463,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 150 Visia Auto 22,36648,53,
NIPR2030V5VDTM2 3  L,NI007462,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 150 Visia 22,34608,53,
NIPR2030A7VDTM2 3  L,NI007482,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 170 Acenta 22,36648,55,
NIPR2030A7VDTA2 3  L,NI007483,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 170 Acenta Auto 22,38688,54,
NIPR2030T7VDTA2 3  L,NI007504,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 170 Tekna Auto 22,40008,54,
NIPR2032HTVDTM2 3  L,NI007525,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 170 Tekna+ 22,38868,55,
NIPR2030T7VDTM2 3  L,NI007503,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 170 Tekna 22,37968,55,
NIPR2032HTVDTA2 3  L,NI007526,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 170 Tkna+ Auto 22,40908,55,
NIPR2030V7VDTA2 3  L,NI007465,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 170 Visia Auto 22,36648,54,
NIPR2030V7VDTM2 3  L,NI007464,Nissan,Primastar Panel Van,30 L2H1 2.0dCi 170 Visia 22,34968,54,
NIPR2032A5VDTM2 3  L,NI007484,Nissan,Primastar Panel Van,30 L2H2 2.0dCi 150 Acenta 22,37488,54,
NIPR20322TVDTM2 3  L,NI007508,Nissan,Primastar Panel Van,30 L2H2 2.0dCi 150 Tekna+ 22,39438,55,
NIPR2032T5VDTM2 3  L,NI007442,Nissan,Primastar Panel Van,30 L2H2 2.0dCi 150 Tekna 22,38538,54,
NIPR2032V5VDTM2 3  L,NI007466,Nissan,Primastar Panel Van,30 L2H2 2.0dCi 150 Visia 22,35808,53,
NIPR2032A7VDTM2 3  L,NI007447,Nissan,Primastar Panel Van,30 L2H2 2.0dCi 170 Acenta 22,37848,55,
NIPR203HT0VDTM2 3  L,NI007527,Nissan,Primastar Panel Van,30 L2H2 2.0dCi 170 Tekna+ 22,39798,55,
NIPR2032T7VDTM2 3  L,NI007505,Nissan,Primastar Panel Van,30 L2H2 2.0dCi 170 Tekna 22,38898,55,
NIPR2032V7VDTM2 3  L,NI007467,Nissan,Primastar Panel Van,30 L2H2 2.0dCi 170 Visia 22,36168,54,
PEBX22312PVDTM2 4  L,PE011364,Peugeot,Boxer Van,330 L1H1 2.2 BlueHDi 120 Professional 3000 22,37488,55,
PEBX22012SVDTM2 4  L,PE011358,Peugeot,Boxer Van,330 L1H1 2.2 BlueHDi 120 S 3000 22,36276,54,
PEBX2233P2VDTM2 4  L,PE011365,Peugeot,Boxer Van,333 L1H1 2.2 BlueHDi 120 Professional 3000 22,39648,61,
PEBX22312SVDTM2 4  L,PE011359,Peugeot,Boxer Van,333 L1H1 2.2 BlueHDi 120 S 3000 22,38436,61,
PEBX22B31JBDTM2 4XXL,PE011424,Peugeot,Boxer Chassis Cab,335 Back To Back 2.2 BlueHDi 140 S Start+Stop 22,37050,37,
PEBX22524SBDTM2 4  L,PE011420,Peugeot,Boxer Chassis Cab,335 L2 2.2 BlueHDi 140 S Start+Stop 22,37800,58,
PEBX223524DDTM2 4  L,PE011429,Peugeot,Boxer Chassis Cab,335 L2 Dropside 2.2 BlueHDi 140 Start+Stop 22,42186,58,
PEBX223524TDTM2 4  L,PE011427,Peugeot,Boxer Chassis Cab,335 L2 Tipper 2.2 BlueHDi 140 Start+Stop 22,44706,60,
PEBX22524SVDTM2 4  L,PE011360,Peugeot,Boxer Van,335 L2H1 2.2 BlueHDi 140 S 3450 22,41316,70,
PEBX22354AHDTM2 4  L,PE011372,Peugeot,Boxer Van,335 L2H2 2.2 BlueHDi 140 Asphalt 3450 22,45216,69,
PEBX22334PHDTM2 4  L,PE011366,Peugeot,Boxer Van,335 L2H2 2.2 BlueHDi 140 Professional 3450 22,43488,67,
PEBX22524SHDTM2 4  L,PE011361,Peugeot,Boxer Van,335 L2H2 2.2 BlueHDi 140 S 3450 22,42276,69,
PEBX22534SBDTM2 4  L,PE011421,Peugeot,Boxer Chassis Cab,335 L3 2.2 BlueHDi 140 S Start+Stop 22,38520,59,
PEBX22534S1DTM2 4  L,PE011422,Peugeot,Boxer Chassis Cab,335 L3 Crew 2.2 BlueHDi 140 S Start+Stop 22,40020,59,
PEBX223534CDTM2 4  L,PE011434,Peugeot,Boxer Chassis Cab,335 L3 Curtainslider 2.2 BlueHDi 140 Start+Stop 22,48546,67,
PEBX223534DDTM2 4  L,PE011430,Peugeot,Boxer Chassis Cab,335 L3 Dropside 2.2 BlueHDi 140 Start+Stop 22,43386,58,
PEBX223534JDTM2 4  L,PE011431,Peugeot,Boxer Chassis Cab,335 L3 Dropside Crew 2.2 BlueHDi 140 Start+Stop 22,44586,59,
PEBX22534S4DTM2 4  L,PE011423,Peugeot,Boxer Chassis Cab,335 L3 Floor 2.2 BlueHDi 140 S S 22,38520,59,
PEBX22563LLDTM2 4  L,PE011426,Peugeot,Boxer Chassis Cab,335 L3 Low-Flr Luton 2.2 BlueHDi Start+Stop 22,51426,63,
PEBX223534LDTM2 4  L,PE011432,Peugeot,Boxer Chassis Cab,335 L3 Luton 2.2 BlueHDi 140 Start+Stop 22,46986,67,
PEBX223534MDTM2 4  L,PE011428,Peugeot,Boxer Chassis Cab,335 L3 Tipper Crew 2.2 BlueHDi 140 Start+Stop 22,46986,61,
PEBX22534SNDTM2 4  L,PE011376,Peugeot,Boxer Van,335 L3H2 2.2 BlueHDi 140 Window S 4035 22,43596,65,
PEBX22354PZDTM2 4  L,PE011385,Peugeot,Boxer Van,335 L3H2 2.2 BlueHDi Professional Crew Start+Stop 22,48066,59,
PEBX2235A4HDTM2 4  L,PE011373,Peugeot,Boxer Van,335 L3H2 2.2 BlueHDi 140 Asphalt 4035 22,46176,70,
PEBX22354PHDTM2 4  L,PE011367,Peugeot,Boxer Van,335 L3H2 2.2 BlueHDi 140 Professional 4035 22,44448,68,
PEBX22534SHDTM2 4  L,PE011362,Peugeot,Boxer Van,335 L3H2 2.2 BlueHDi 140 S 4035 22,43236,70,
PEBX2233409DTM2 4  L,PE011369,Peugeot,Boxer Van,335 L3H3 2.2 BlueHDi 140 Professional 4035 22,45408,67,
PEBX223544CDTM2 4  L,PE011435,Peugeot,Boxer Chassis Cab,335 L4 Curtainslider 2.2 BlueHDi 140 Start+Stop 22,49746,67,
PEBX223544DDTM2 4  L,PE011436,Peugeot,Boxer Chassis Cab,335 L4 Dropside 2.2 BlueHDi 140 Start+Stop 22,44586,58,
PEBX223544LDTM2 4  L,PE011433,Peugeot,Boxer Chassis Cab,335 L4 Luton 2.2 BlueHDi 140 Start+Stop 22,48186,67,
PEBX22434PHDTM2 4  L,PE011368,Peugeot,Boxer Van,435 L3H2 2.2 BlueHDi 140 Professional 4035 22,44808,67,
PEBX22434SHDTM2 4  L,PE011363,Peugeot,Boxer Van,435 L3H2 2.2 BlueHDi 140 S 4035 22,43596,70,
PEBX224544HDTM2 4  L,PE011374,Peugeot,Boxer Van,435 L4H2 2.2 BlueHDi 140 Asphalt 4035 22,47496,70,
PEBX22450PHDTM2 4  L,PE011370,Peugeot,Boxer Van,435 L4H2 2.2 BlueHDi 140 Professional 4035 22,45768,68,
PEBX2243409DTM2 4  L,PE011371,Peugeot,Boxer Van,435 L4H3 2.2 BlueHDi 140 Professional 4035 22,46728,67,
PEBX22B41JBDTM2 4XXL,PE011425,Peugeot,Boxer Chassis Cab,440 Back To Back 2.2 BlueHDi 140 S Start+Stop 22,38958,37,
PEBX22444SNDTM2 4  L,PE011378,Peugeot,Boxer Van,440 L4H2 2.2 BlueHDi 140 Window S 4035 22,46584,68,
PEBX22444PHDTM2 4  L,PE011377,Peugeot,Boxer Van,440 L4H2 2.2 BlueHDi 140 Professional 4035 22,47400,71,
PEBX22014SVDTM2 4  L,PE011379,Peugeot,Boxer Van,440 L4H2 2.2 BlueHDi 140 S 4035 22,46188,42,
PEBX0042PLHE A2 4  L,PE011380,Peugeot,Boxer Van,e-BOXER 435 L2H2 Electric 37kWh Professional Auto 22,68292,45,
PEBX00447LHE A2 4XXL,PE011519,Peugeot,Boxer Van,e-BOXER 440 L3H2 Electric 75kWh Professional Auto 22,80592,39,
PEBX004474HE A2 4XXL,PE011520,Peugeot,Boxer Van,e-BOXER 440 L4H2 Electric 75kWh Professional Auto 22,81672,39,
PEPA007LPPZE A2 5  L,PE011498,Peugeot,Partner Van,e-PARTNER Crew 50KWH 700 Professional Premium Auto 22A,38641,56,
PEPA008SAPVE A2 5  L,PE011499,Peugeot,Partner Van,e-PARTNER 50KWH 800 Asphalt Premium Auto 22A,37759,56,
PEPA008SPPVE A2 5  L,PE011501,Peugeot,Partner Van,e-PARTNER 50KWH 800 Professional Premium Auto 22A,35821,57,
PEPA005LPPVE A2 5  L,PE011500,Peugeot,Partner Van,e-PARTNER Long 50KWH 750 Professional Premium Auto 22A,37261,56,
PEEP20S2P5ZDTM2 4  L,PE011488,Peugeot,Expert,Crew Van 2.0 BlueHDi 145 Pr/Pm Start+Stop 22A,36270,64,
PEEP00S1P7ZE A2 4  L,PE011478,Peugeot,Expert,Crew Van Electric 75kWh Pr/Pm 22A,51594,67,
PEEP20L2P5ZDTM2 4  L,PE011489,Peugeot,Expert,Crew Van Long 2.0 BlueHDi 145 Pr/Pm Start+Stop 22A,37350,64,
PEEP15S1U1VDTM2 4  L,PE011480,Peugeot,Expert,Van 1.5 BlueHDi 100 Pr/Pm Start+Stop 22A,31326,63,
PEEP15S1U0VDTM2 4  L,PE011483,Peugeot,Expert,Van 1.5 BlueHDi 100 S Premium Start+Stop 22A,29988,62,
PEEP20S4A8VDTA2 4  L,PE011486,Peugeot,Expert,Van 2.0 BlueHDi 180 Asp/Pm EAT8 Start+Stop 22A,41406,61,
PEEP20S4A4VDTM2 4  L,PE011485,Peugeot,Expert,Van 2.0 BlueHDi 145 Asphalt Premium Start+Stop 22A,37206,64,
PEEP20S4U5VDTA2 4  L,PE011490,Peugeot,Expert,Van 2.0 BlueHDi 145 Pr/Pm EAT8 Start+Stop 22A,34326,65,
PEEP20S4U5VDTM2 4  L,PE011481,Peugeot,Expert,Van 2.0 BlueHDi 145 Pr/Pm Start+Stop 22A,32766,68,
PEEP15C1U0VDTM2 4  L,PE011479,Peugeot,Expert,Van Compact 1.5 BlueHDi 100 Pr/Pm Start+Stop 22A,30486,63,
PEEP00C10UVE A2 4  L,PE011473,Peugeot,Expert,Van Compact Electric 50kWh Pr/Pm 22A,43410,68,
PEEP00S1PPVE A2 4  L,PE011474,Peugeot,Expert,Van Electric 50kWh Pr/Pm 22A,44250,68,
PEEP00S1APVE A2 4  L,PE011477,Peugeot,Expert,Van Electric 75kWh Asphalt Premium 22A,52050,67,
PEEP00S1P7VE A2 4  L,PE011475,Peugeot,Expert,Van Electric 75kWh Pr/Pm 22A,48090,71,
PEEP20L4P5VDTM2 4  L,PE011484,Peugeot,Expert,Van Long 2.0 BlueHDi 145 Pr/Pm Start+Stop 22A,33846,67,
PEEP20L4P5VDTA2 4  L,PE011491,Peugeot,Expert,Van Long 2.0 BlueHDi Pr/Pm EAT8 Start+Stop 22A,35406,64,
PEEP15L0U0VDTM2 4  L,PE011482,Peugeot,Expert,Van Long 1.5 BlueHDi 100 Pr/Pm Start+Stop 22A,32406,63,
PEEP20L4A5VDTM2 4  L,PE011487,Peugeot,Expert,Van Long 2.0 BlueHDi 145 Asp/Pm Start+Stop 22A,38286,64,
PEEP00L1PPVE A2 4  L,PE011476,Peugeot,Expert,Van Long Electric 75kWh Pr/Pm 22A,49170,71,
PEPA158PLPZDTM2 5  L,PE011492,Peugeot,Partner Van,Crew 1.5 BlueHDi 850 100 Professional Premium 22A,27943,64,
PEPA151APSVDTM2 5  L,PE011497,Peugeot,Partner Van,1.5 BlueHDi 1000 100 Asphalt Premium 22A,27061,65,
PEPA151G1PVDTM2 5  L,PE011494,Peugeot,Partner Van,1.5 BlueHDi 1000 100 Grip Premium 22A,24457,60,
PEPA151PPSVDTM2 5  L,PE011495,Peugeot,Partner Van,1.5 BlueHDi 1000 100 Professional Premium 22A,25123,61,
PEPA151A3PVDTA2 5  L,PE011502,Peugeot,Partner Van,1.5 BlueHDi 1000 Asphalt Premium EAT8 22A,29821,65,
PEPA151P3PVDTA2 5  L,PE011503,Peugeot,Partner Van,1.5 BlueHDi 1000 Professional Premium EAT8 22A,27883,62,
PEPA15S1SPVDTM2 5  L,PE011493,Peugeot,Partner Van,1.5 BlueHDi 1000 100 S Premium 22A,23377,56,
PEPA159APLVDTA2 5  L,PE011504,Peugeot,Partner Van,Long 1.5 BlHD 950 Asphalt Premium EAT8 22A,31261,65,
PEPA159PPLVDTM2 5  L,PE011496,Peugeot,Partner Van,Long 1.5 BlueHDi 950 100 Professional Premium 22A,26563,61,
R1TR20LL7SZDTA2 6  L,RE010871,Renault,Trafic Van,Crew LL30 Blue dCi 170 Sport Auto EDC 22,45160,72,
R1TR20L7SPZDTA2 6  L,RE010883,Renault,Trafic Van,Crew LL30 Blue dCi 170 Sport+ EDC 22,47080,75,
R1TR203LBPZDTM2 6  L,RE010863,Renault,Trafic Van,Crew LL30 Blue dCi 130 Business+ 22,39220,73,
R1TR20L3B3ZDTM2 6  L,RE010862,Renault,Trafic Van,Crew LL30 Blue dCi 130 Business 22,37360,74,
R1TR20L1SPZDTM2 6  L,RE010882,Renault,Trafic Van,Crew LL30 Blue dCi 150 Sport+ 22,43960,76,
R1TR20LL5SZDTM2 6  L,RE010870,Renault,Trafic Van,Crew LL30 Blue dCi 150 Sport 22,42040,73,
R1TR20HBP5HDTM2 6  L,RE010858,Renault,Trafic Van,LH30 Blue dCi 150 Business+ 22,38740,75,
R1TR20HL5BHDTM2 6  L,RE010845,Renault,Trafic Van,LH30 Blue dCi 150 Business 22,36880,77,
R1TR20L3B1VDTM2 6  L,RE010844,Renault,Trafic Van,LL30 Blue dCi 110 Business 22,33880,74,
R1TR203LBPVDTM2 6  L,RE010855,Renault,Trafic Van,LL30 Blue dCi 130 Business+ 22,36640,77,
R1TR20L3B3VDTM2 6  L,RE010861,Renault,Trafic Van,LL30 Blue dCi 130 Business 22,34780,78,
R1TR20LL3SVDTM2 6  L,RE010867,Renault,Trafic Van,LL30 Blue dCi 130 Sport 22,38560,75,
R1TR205LBPVDTM2 6  L,RE010856,Renault,Trafic Van,LL30 Blue dCi 150 Business+ 22,37540,77,
R1TR20LL5BVDTM2 6  L,RE010847,Renault,Trafic Van,LL30 Blue dCi 150 Business 22,35680,78,
R1TR20L1SPVDTM2 6  L,RE010879,Renault,Trafic Van,LL30 Blue dCi 150 Sport+ 22,41380,80,
R1TR20LL5SVDTM2 6  L,RE010874,Renault,Trafic Van,LL30 Blue dCi 150 Sport 22,39460,76,
R1TR20L7SPVDTM2 6  L,RE010880,Renault,Trafic Van,LL30 Blue dCi 170 Sport+ 22,42100,80,
R1TR20LL7SVDTM2 6  L,RE010868,Renault,Trafic Van,LL30 Blue dCi 170 Sport 22,40180,76,
R1TR205HBPHDTM2 6  L,RE010854,Renault,Trafic Van,SH30 Blue dCi 150 Business+ 22,37900,74,
R1TR203SB5HDTM2 6  L,RE010843,Renault,Trafic Van,SH30 Blue dCi 150 Business 22,36040,76,
R1TR20S81BVDTM2 6  L,RE010840,Renault,Trafic Van,SL28 Blue dCi 110 Business 22,32440,72,
R1TR20SLB3VDTM2 6  L,RE010848,Renault,Trafic Van,SL28 Blue dCi 130 Business+ 22,35200,75,
R1TR20SL13VDTM2 6  L,RE010859,Renault,Trafic Van,SL28 Blue dCi 130 Business 22,33340,76,
R1TR20SL3SVDTM2 6  L,RE010872,Renault,Trafic Van,SL28 Blue dCi 130 Sport 22,37120,73,
R1TR205SBPVDTM2 6  L,RE010849,Renault,Trafic Van,SL28 Blue dCi 150 Business+ 22,36100,75,
R1TR20SL15VDTM2 6  L,RE010841,Renault,Trafic Van,SL28 Blue dCi 150 Business 22,34240,76,
R1TR20S1SPVDTM2 6  L,RE010876,Renault,Trafic Van,SL28 Blue dCi 150 Sport+ 22,39940,78,
R1TR20SL5SVDTM2 6  L,RE010864,Renault,Trafic Van,SL28 Blue dCi 150 Sport 22,38020,74,
R1TR20S7SPVDTM2 6  L,RE010877,Renault,Trafic Van,SL28 Blue dCi 170 Sport+ 22,40660,78,
R1TR20SL7SVDTM2 6  L,RE010865,Renault,Trafic Van,SL28 Blue dCi 170 Sport 22,38740,74,
R1TR203S1BVDTM2 6  L,RE010842,Renault,Trafic Van,SL30 Blue dCi 110 Business 22,33040,72,
R1TR203SBPVDTM2 6  L,RE010851,Renault,Trafic Van,SL30 Blue dCi 130 Business+ 22,35800,75,
R1TR203S3BVDTM2 6  L,RE010860,Renault,Trafic Van,SL30 Blue dCi 130 Business 22,33940,76,
R1TR20SBP5VDTM2 6  L,RE010852,Renault,Trafic Van,SL30 Blue dCi 150 Business+ 22,36700,75,
R1TR203S5BVDTM2 6  L,RE010846,Renault,Trafic Van,SL30 Blue dCi 150 Business 22,34840,77,
R1TR205LBPVDTA2 6  L,RE010857,Renault,Trafic Van,LL30 Blue dCi 150 Business+ Auto EDC 22,39940,75,
R1TR20LL5SVDTA2 6  L,RE010875,Renault,Trafic Van,LL30 Blue dCi 150 Sport Auto EDC 22,41860,74,
R1TR20LL7SVDTA2 6  L,RE010869,Renault,Trafic Van,LL30 Blue dCi 170 Sport Auto EDC 22,42580,75,
R1TR20L7SPVDTA2 6  L,RE010881,Renault,Trafic Van,LL30 Blue dCi 170 Sport Plus Auto EDC 22,44500,78,
R1TR205SBPVDTA2 6  L,RE010850,Renault,Trafic Van,SL28 Blue dCi 150 Business+ Auto EDC 22,38500,74,
R1TR20SL5SVDTA2 6  L,RE010873,Renault,Trafic Van,SL28 Blue dCi 150 Sport Auto EDC 22,40420,73,
R1TR20SL7SVDTA2 6  L,RE010866,Renault,Trafic Van,SL28 Blue dCi 170 Sport Auto EDC 22,41140,74,
R1TR20S7SPVDTA2 6  L,RE010878,Renault,Trafic Van,SL28 Blue dCi 170 Sport Plus Auto EDC 22,43060,77,
R1TR20SBP5VDTA2 6  L,RE010853,Renault,Trafic Van,SL30 Blue dCi 150 Business+ Auto EDC 22,39100,74,
R1ZO008BU VE A2 1  L,RE010965,Renault,Zoe Van,CDV R110 EV Business 50 Auto 22,32385,52,
R1ZO008BR VE A2 1  L,RE010966,Renault,Zoe Van,CDV R110 EV Business 50 Rpdchg Auto 22,33435,52,
R1ZO008BC VE A2 1  L,RE010967,Renault,Zoe Van,CDV R110 EV Business+ 50kw Rpdchg Auto 22,34935,53,
S1JI15COM EPIM4    L,SU001053,Suzuki,Jimny Commercial,3 Door 1.5 Light Allgrip 4Drive 21,19647.76,54,
TOCO18    VHIA2    L,TO009082,Toyota,Corolla Commercial,Cmmrcl 5 Door 1.8 VVT-i Hybrid 122 CVT 22,26165,57,
TOHL24ACT 1DTM4 7  L,TO008835,Toyota,Hilux,Chs Double Cab 2.4 D-4D Active Start+Stop 22,30340,51,
TOHL24ACTEBDTM4 7  L,TO008834,Toyota,Hilux,Chs Ex/Cb 2.4 D-4D Active Start+Stop 22,31590,48,
TOHL24IC  7DTA4 7  L,TO008837,Toyota,Hilux,Double Cab 2.4 D-4D 150 Icon Auto Start+Stop 22,37190,55,
TOHL24IC  7DTM4 7  L,TO008836,Toyota,Hilux,Double Cab 2.4 D-4D 150ps Icon Start+Stop 22,35690,54,
TOHL24INV 7DTA4 7  L,TO008826,Toyota,Hilux,Double Cab 2.4 D-4D Invincible Auto Start+Stop 22,40140,54,
